dataset,noise,budget_fraction,method,n_absolute_seeds,absolute_delta_wga,absolute_ci_low,absolute_ci_high,n_paired_loss_seeds,delta_wga_vs_loss,paired_ci_low,paired_ci_high
CelebA,minority_high_40,0.005,forgetting,10,0.02176656151419551,0.016726156583773234,0.026806966444617785,10,0.0025236593059936793,-0.0061055340784401495,0.011152852690427508
CelebA,minority_high_40,0.01,forgetting,10,0.031861198738170275,0.02338749905161735,0.0403348984247232,10,0.009779179810725541,-0.003312395062243184,0.022870754683694268
CelebA,minority_high_40,0.02,forgetting,10,0.06309148264984221,0.05419114925506135,0.07199181604462307,10,0.04290220820189272,0.02679706607888154,0.0590073503249039
CelebA,minority_high_40,0.05,forgetting,10,0.06750788643533116,0.0489844374537997,0.08603133541686263,10,0.04353312302839113,0.02726717020177315,0.05979907585500911
CelebA,minority_high_40,0.1,forgetting,10,0.06750788643533119,0.052493695928623525,0.08252207694203885,10,0.0246056782334385,0.007327631249232185,0.041883725217644815
CelebA,minority_high_40,0.005,margin,10,0.01924290220820183,0.007471270943523348,0.03101453347288031,10,0.0,0.0,0.0
CelebA,minority_high_40,0.01,margin,10,0.02208201892744474,0.0026987823310233063,0.04146525552386618,10,0.0,0.0,0.0
CelebA,minority_high_40,0.02,margin,10,0.020189274447949494,0.00025343586161244436,0.04012511303428654,10,0.0,0.0,0.0
CelebA,minority_high_40,0.05,margin,10,0.02397476340694004,0.004181345836898241,0.04376818097698184,10,0.0,0.0,0.0
CelebA,minority_high_40,0.1,margin,10,0.042902208201892694,0.02351313416019617,0.06229128224358922,10,0.0,0.0,0.0
CelebA,minority_high_40,0.005,aum,10,0.014195583596214468,0.0006870839204584506,0.027704083271970485,10,-0.00504731861198736,-0.018385097881744368,0.008290460657769649
CelebA,minority_high_40,0.01,aum,10,0.016403785488958968,0.001329417624799191,0.031478153353118744,10,-0.005678233438485771,-0.018165916386878825,0.006809449509907283
CelebA,minority_high_40,0.02,aum,10,0.006940063091482651,-0.015419849979840694,0.029299976162805996,10,-0.013249211356466842,-0.0333433631152136,0.006844940402279922
CelebA,minority_high_40,0.05,aum,10,0.012933753943217649,-0.010310799319025538,0.036178307205460836,10,-0.01104100946372239,-0.02226138169932291,0.00017936277187813147
CelebA,minority_high_40,0.1,aum,10,0.01388012618296528,-0.003670851559970585,0.03143110392590114,10,-0.02902208201892741,-0.03751912068251947,-0.02052504335533535
CelebA,minority_high_40,0.005,confident_learning,10,0.01924290220820183,0.007471270943523348,0.03101453347288031,10,0.0,0.0,0.0
CelebA,minority_high_40,0.01,confident_learning,10,0.02208201892744474,0.0026987823310233063,0.04146525552386618,10,0.0,0.0,0.0
CelebA,minority_high_40,0.02,confident_learning,10,0.020189274447949494,0.00025343586161244436,0.04012511303428654,10,0.0,0.0,0.0
CelebA,minority_high_40,0.05,confident_learning,10,0.02397476340694004,0.004181345836898241,0.04376818097698184,10,0.0,0.0,0.0
CelebA,minority_high_40,0.1,confident_learning,10,0.042902208201892694,0.02351313416019617,0.06229128224358922,10,0.0,0.0,0.0
CelebA,minority_high_40,0.005,nn_agreement,10,-0.00441640378548896,-0.024352242371826018,0.0155194348008481,10,-0.023659305993690795,-0.04190731517586132,-0.005411296811520271
CelebA,minority_high_40,0.01,nn_agreement,10,-0.01482649842271291,-0.03498390801251007,0.005330911167084246,10,-0.03690851735015765,-0.04885193666705502,-0.02496509803326027
CelebA,minority_high_40,0.02,nn_agreement,10,0.0012618296529968403,-0.014307395108918866,0.016831054414912547,10,-0.018927444794952654,-0.03146938295732669,-0.006385506632578619
CelebA,minority_high_40,0.05,nn_agreement,10,-0.0233438485804416,-0.042438864425355036,-0.004248832735528164,10,-0.047318611987381645,-0.06607881136242498,-0.028558412612338314
CelebA,minority_high_40,0.1,nn_agreement,10,-0.052050473186119814,-0.07359721213206102,-0.030503734240178607,10,-0.09495268138801251,-0.12260005351419742,-0.0673053092618276
CelebA,minority_high_40,0.005,nn_label_spreading,10,0.00031545741324919013,-0.010556593492313585,0.011187508318811965,10,-0.01892744479495264,-0.034884344454037236,-0.002970545135868044
CelebA,minority_high_40,0.01,nn_label_spreading,10,0.0006309148264984001,-0.012125736876269166,0.013387566529265968,10,-0.02145110410094634,-0.038163158195453156,-0.004739050006439521
CelebA,minority_high_40,0.02,nn_label_spreading,10,-0.01167192429022082,-0.02517204400259236,0.0018281954221507218,10,-0.03186119873817032,-0.04508180013438576,-0.01864059734195488
CelebA,minority_high_40,0.05,nn_label_spreading,10,-0.02176656151419556,-0.039989747683096655,-0.0035433753452944715,10,-0.0457413249211356,-0.06174248790979697,-0.029740161932474224
CelebA,minority_high_40,0.1,nn_label_spreading,10,-0.03249211356466876,-0.05791321262432747,-0.007071014505010045,10,-0.07539432176656145,-0.10244167201498239,-0.048346971518140526
CelebA,minority_high_40,0.005,coreset,10,0.0,0.0,0.0,10,-0.01924290220820183,-0.03101453347288031,-0.007471270943523348
CelebA,minority_high_40,0.01,coreset,10,0.0,0.0,0.0,10,-0.02208201892744474,-0.04146525552386618,-0.0026987823310233063
CelebA,minority_high_40,0.02,coreset,10,0.0,0.0,0.0,10,-0.020189274447949494,-0.04012511303428654,-0.00025343586161244436
CelebA,minority_high_40,0.05,coreset,10,0.0,0.0,0.0,10,-0.02397476340694004,-0.04376818097698184,-0.004181345836898241
CelebA,minority_high_40,0.1,coreset,10,0.0,0.0,0.0,10,-0.042902208201892694,-0.06229128224358922,-0.02351313416019617
CelebA,minority_high_40,0.005,uncertainty_diversity,10,0.00788643533123023,0.0023332712188044603,0.013439599443655999,10,-0.011356466876971599,-0.025356568847021244,0.002643635093078047
CelebA,minority_high_40,0.01,uncertainty_diversity,10,0.01608832807570968,0.011773731383492754,0.020402924767926607,10,-0.005993690851735061,-0.022895957256899985,0.010908575553429865
CelebA,minority_high_40,0.02,uncertainty_diversity,10,0.03217665615141953,0.00979145191369082,0.05456186038914823,10,0.011987381703470041,-0.007506467442916387,0.03148123084985647
CelebA,minority_high_40,0.05,uncertainty_diversity,10,0.060567823343848526,0.046422972071407734,0.07471267461628932,10,0.03659305993690849,0.02184503216646118,0.051341087707355806
CelebA,minority_high_40,0.1,uncertainty_diversity,10,0.07185646038607829,0.05337066894171176,0.09034225183044482,10,0.028954252184185604,0.0072365808989609155,0.050671923469410296
CelebA,minority_high_40,0.005,badge_lite,10,0.01451104100946369,0.0016483765279429012,0.02737370549098448,10,-0.00473186119873814,-0.014668510740756438,0.005204788343280157
CelebA,minority_high_40,0.01,badge_lite,10,0.01861198738170341,0.0062312429238157215,0.030992731839591094,10,-0.003470031545741329,-0.021537301209638583,0.014597238118155925
CelebA,minority_high_40,0.02,badge_lite,10,0.017665615141955825,-0.0023269077742712058,0.037658138058182855,10,-0.0025236593059936715,-0.007713400893298905,0.002666082281311562
CelebA,minority_high_40,0.05,badge_lite,10,0.02397476340694004,0.004181345836898241,0.04376818097698184,10,0.0,0.0,0.0
CelebA,minority_high_40,0.1,badge_lite,10,0.042902208201892694,0.02351313416019617,0.06229128224358922,10,0.0,0.0,0.0
CelebA,minority_high_40,0.005,tracin_val_uncertainty,10,-0.00315457413249208,-0.014611978729169266,0.008302830464185106,10,-0.02239747634069391,-0.03337312225829376,-0.01142183042309406
CelebA,minority_high_40,0.01,tracin_val_uncertainty,10,-0.006624605678233421,-0.023051517217640816,0.009802305861173971,10,-0.02870662460567816,-0.041969955917430274,-0.015443293293926047
CelebA,minority_high_40,0.02,tracin_val_uncertainty,10,-0.017981072555205042,-0.03808226279248871,0.0021201176820786274,10,-0.03817034700315453,-0.054107731851863725,-0.02223296215444534
CelebA,minority_high_40,0.05,tracin_val_uncertainty,10,-0.04100946372239743,-0.061361028085224395,-0.02065789935957046,10,-0.06498422712933746,-0.09276940060163467,-0.03719905365704025
CelebA,minority_high_40,0.1,tracin_val_uncertainty,10,-0.08548895899053628,-0.10623838318050835,-0.06473953480056421,10,-0.12839116719242896,-0.15208416324240717,-0.10469817114245075
CelebA,minority_high_40,0.005,tracin_noise_weighted,10,-0.001892744479495271,-0.02185694534875559,0.018071456389765046,10,-0.0211356466876971,-0.035528341668746605,-0.006742951706647597
CelebA,minority_high_40,0.01,tracin_noise_weighted,10,0.004100946372239761,-0.016473212285799822,0.024675105030279344,10,-0.01798107255520498,-0.030389208074134907,-0.0055729370362750524
CelebA,minority_high_40,0.02,tracin_noise_weighted,10,0.0025236593059936702,-0.016139775016948316,0.021187093628935654,10,-0.01766561514195582,-0.03048421418227566,-0.0048470161016359835
CelebA,minority_high_40,0.05,tracin_noise_weighted,10,-0.0173501577287066,-0.03292119952100277,-0.001779115936410433,10,-0.04132492113564665,-0.06282433922150885,-0.01982550304978445
CelebA,minority_high_40,0.1,tracin_noise_weighted,10,-0.07854889589905359,-0.10508941975364645,-0.052008372044460724,10,-0.12145110410094628,-0.13973009464529174,-0.10317211355660083
CelebA,minority_high_40,0.005,noise_score,10,0.05141955835962144,0.03368098433158827,0.06915813238765461,10,0.03217665615141961,0.012682807005033193,0.05167050529780603
CelebA,minority_high_40,0.01,noise_score,10,0.0932903636198413,0.07914017230846365,0.10744055493121896,10,0.07120834469239655,0.060021518237579764,0.08239517114721334
CelebA,minority_high_40,0.02,noise_score,10,0.10732854305409505,0.09510537216230368,0.11955171394588641,10,0.08713926860614556,0.07386819571093553,0.10041034150135558
CelebA,minority_high_40,0.05,noise_score,10,0.11465027067024955,0.102898039638014,0.1264025017024851,10,0.09067550726330954,0.07579468647353392,0.10555632805308517
CelebA,minority_high_40,0.1,noise_score,10,0.11897320559255357,0.10726650033689869,0.13067991084820846,10,0.0760709973906609,0.05673700148563199,0.0954049932956898
CelebA,minority_high_40,0.005,noise_score_budget_hybrid_v8,10,0.05141955835962144,0.03368098433158827,0.06915813238765461,10,0.03217665615141961,0.012682807005033193,0.05167050529780603
CelebA,minority_high_40,0.01,noise_score_budget_hybrid_v8,10,0.0932903636198413,0.07914017230846365,0.10744055493121896,10,0.07120834469239655,0.060021518237579764,0.08239517114721334
CelebA,minority_high_40,0.02,noise_score_budget_hybrid_v8,10,0.10732854305409505,0.09510537216230368,0.11955171394588641,10,0.08713926860614556,0.07386819571093553,0.10041034150135558
CelebA,minority_high_40,0.05,noise_score_budget_hybrid_v8,10,0.11465027067024955,0.102898039638014,0.1264025017024851,10,0.09067550726330954,0.07579468647353392,0.10555632805308517
CelebA,minority_high_40,0.1,noise_score_budget_hybrid_v8,10,0.11897320559255357,0.10726650033689869,0.13067991084820846,10,0.0760709973906609,0.05673700148563199,0.0954049932956898
CelebA,minority_high_40,0.005,noise_score_cpba_only,10,0.05141955835962144,0.03368098433158827,0.06915813238765461,10,0.03217665615141961,0.012682807005033193,0.05167050529780603
CelebA,minority_high_40,0.01,noise_score_cpba_only,10,0.0932903636198413,0.07926064710362048,0.10732008013606213,10,0.07120834469239656,0.060645901242232354,0.08177078814256077
CelebA,minority_high_40,0.02,noise_score_cpba_only,10,0.10701308564084584,0.09700566466685785,0.11702050661483383,10,0.08682381119289635,0.07272284390339112,0.10092477848240158
CelebA,minority_high_40,0.05,noise_score_cpba_only,10,0.12712933753943212,0.1140118558306909,0.14024681924817334,10,0.1031545741324921,0.08792151451248492,0.11838763375249928
CelebA,minority_high_40,0.1,noise_score_cpba_only,10,0.13343848580441636,0.11621784385282277,0.15065912775600995,10,0.09053627760252368,0.06868186151663212,0.11239069368841524
CelebA,minority_high_40,0.005,noise_score_cpba_tc_no_fallback,9,0.04872064493515596,0.029739121368090454,0.06770216850222147,9,0.032246757798808326,0.010030262738554608,0.05446325285906205
CelebA,minority_high_40,0.01,noise_score_cpba_tc_no_fallback,9,0.09173867952152014,0.07625748916146712,0.10721986988157316,9,0.07211021825268037,0.060298848256152726,0.083921588249208
CelebA,minority_high_40,0.02,noise_score_cpba_tc_no_fallback,9,0.10663564019680384,0.09527172591755262,0.11799955447605506,9,0.08911022834962545,0.07415943786418186,0.10406101883506905
CelebA,minority_high_40,0.05,noise_score_cpba_tc_no_fallback,9,0.10897488601270192,0.09759064015530362,0.12035913187010021,9,0.09039794945469282,0.0722977668165386,0.10849813209284703
CelebA,minority_high_40,0.1,noise_score_cpba_tc_no_fallback,9,0.12443042411496667,0.1071515114261057,0.14170933680382763,9,0.0837714686295128,0.059886338746057755,0.10765659851296785
CelebA,minority_high_40,0.005,noise_score_cpba_tc_v8_fallback,9,0.04872064493515596,0.029739121368090454,0.06770216850222147,9,0.032246757798808326,0.010030262738554608,0.05446325285906205
CelebA,minority_high_40,0.01,noise_score_cpba_tc_v8_fallback,9,0.09173867952152014,0.07625748916146712,0.10721986988157316,9,0.07211021825268037,0.060298848256152726,0.083921588249208
CelebA,minority_high_40,0.02,noise_score_cpba_tc_v8_fallback,9,0.10663564019680384,0.09527172591755262,0.11799955447605506,9,0.08911022834962545,0.07415943786418186,0.10406101883506905
CelebA,minority_high_40,0.05,noise_score_cpba_tc_v8_fallback,9,0.10897488601270192,0.09759064015530362,0.12035913187010021,9,0.09039794945469282,0.0722977668165386,0.10849813209284703
CelebA,minority_high_40,0.1,noise_score_cpba_tc_v8_fallback,9,0.12443042411496667,0.1071515114261057,0.14170933680382763,9,0.0837714686295128,0.059886338746057755,0.10765659851296785
CelebA,minority_high_40,0.005,oracle_noise_group_balanced,10,0.05772870662460563,0.04162883537135528,0.07382857787785597,10,0.0384858044164038,0.02442118550567281,0.05255042332713479
CelebA,minority_high_40,0.01,oracle_noise_group_balanced,10,0.0930599369085173,0.07808159109950336,0.10803828271753124,10,0.07097791798107257,0.060760516884935695,0.08119531907720945
CelebA,minority_high_40,0.02,oracle_noise_group_balanced,10,0.13898462956472066,0.1235146771064813,0.15445458202296,10,0.11879535511677117,0.10142186729882358,0.13616884293471876
CelebA,minority_high_40,0.05,oracle_noise_group_balanced,10,0.15006653165608647,0.133193835956239,0.16693922735593394,10,0.12609176824914642,0.11145439349992273,0.1407291429983701
CelebA,minority_high_40,0.1,oracle_noise_group_balanced,10,0.14037854889589899,0.12513806213765433,0.15561903565414364,10,0.0974763406940063,0.07813840404525979,0.11681427734275282
CivilComments,uniform20,0.005,random,10,0.00016073646525899,-9.028272642808616e-05,0.00041175565694606615,10,-0.032909686061918075,-0.03405699879586716,-0.03176237332796899
CivilComments,uniform20,0.01,random,10,0.0003340032825148688,-0.00021958999349225148,0.0008875965585219891,10,-0.056101656330948456,-0.056944546020049676,-0.055258766641847236
CivilComments,uniform20,0.02,random,10,0.00072053802175117,-0.00010973429302956383,0.001550810336531904,10,-0.09284524506654226,-0.09455505484333662,-0.09113543528974791
CivilComments,uniform20,0.05,random,10,0.00106194733173617,3.487109720563017e-05,0.0020890235662667095,10,-0.1503105136260685,-0.15247699807940146,-0.14814402917273556
CivilComments,uniform20,0.1,random,10,0.0024135948805050398,0.0010246687279594313,0.0038025210330506483,10,-0.15659384817710237,-0.15926252019933843,-0.1539251761548663
CivilComments,uniform20,0.005,loss,10,0.03307042252717707,0.032076715952881904,0.03406412910147223,10,0.0,0.0,0.0
CivilComments,uniform20,0.01,loss,10,0.05643565961346333,0.05545605388181254,0.05741526534511412,10,0.0,0.0,0.0
CivilComments,uniform20,0.02,loss,10,0.09356578308829346,0.0919092171813418,0.0952223489952451,10,0.0,0.0,0.0
CivilComments,uniform20,0.05,loss,10,0.15137246095780468,0.14936205593830965,0.15338286597729972,10,0.0,0.0,0.0
CivilComments,uniform20,0.1,loss,10,0.15900744305760742,0.15626375670021933,0.1617511294149955,10,0.0,0.0,0.0
CivilComments,uniform20,0.005,entropy,10,0.0039478975034319,0.003226398127524384,0.0046693968793394165,10,-0.029122525023745172,-0.029940868032639907,-0.028304182014850437
CivilComments,uniform20,0.01,entropy,10,0.007191851620477259,0.0060767490226296085,0.00830695421832491,10,-0.04924380799298607,-0.05030353527277369,-0.04818408071319845
CivilComments,uniform20,0.02,entropy,10,0.01297105816683512,0.011224108889701859,0.01471800744396838,10,-0.08059472492145833,-0.08276518450191847,-0.0784242653409982
CivilComments,uniform20,0.05,entropy,10,0.018439872302593315,0.016130236370333333,0.020749508234853296,10,-0.13293258865521138,-0.1352860009663734,-0.13057917634404936
CivilComments,uniform20,0.1,entropy,10,6.998648423754e-05,-0.002982761570673882,0.003122734539148962,10,-0.15893745657336986,-0.16192548566943102,-0.1559494274773087
CivilComments,uniform20,0.005,stratified_random,10,0.00086074391406835,0.0005583479132719731,0.0011631399148647268,10,-0.032209678613108715,-0.033001749581082054,-0.031417607645135376
CivilComments,uniform20,0.01,stratified_random,10,0.00198451113492422,0.0017412022246346155,0.002227820045213824,10,-0.0544511484785391,-0.055320338682672415,-0.05358195827440579
CivilComments,uniform20,0.02,stratified_random,10,0.004145164983522491,0.00353960155031457,0.0047507284167304115,10,-0.08942061810477095,-0.09086114995846391,-0.08798008625107799
CivilComments,uniform20,0.05,stratified_random,10,0.010552704984983733,0.00988292876163795,0.011222481208329516,10,-0.14081975597282098,-0.14251911035236872,-0.13912040159327324
CivilComments,uniform20,0.1,stratified_random,10,0.021044412444616974,0.01996003109423764,0.022128793794996306,10,-0.13796303061299042,-0.14069420691147286,-0.135231854314508
CivilComments,uniform20,0.005,forgetting,10,0.028197185148642667,0.025597595018720425,0.03079677527856491,10,-0.0048732373785344,-0.007209325943561674,-0.0025371488135071253
CivilComments,uniform20,0.01,forgetting,10,0.046119301025021736,0.04178435998305832,0.05045424206698515,10,-0.010316358588441588,-0.01406555458775117,-0.006567162589132007
CivilComments,uniform20,0.02,forgetting,10,0.09567727574555948,0.09234051264972115,0.09901403884139781,10,0.0021114926572660246,-0.00030385756535951467,0.004526842879891564
CivilComments,uniform20,0.05,forgetting,10,0.1654661264798329,0.1626019058603837,0.16833034709928207,10,0.01409366552202819,0.012416016761451515,0.015771314282604865
CivilComments,uniform20,0.1,forgetting,10,0.18122560627818168,0.17860998946327153,0.18384122309309184,10,0.022218163220574273,0.02146098565899193,0.022975340782156618
CivilComments,uniform20,0.005,margin,10,0.03307042252717707,0.032076715952881904,0.03406412910147223,10,0.0,0.0,0.0
CivilComments,uniform20,0.01,margin,10,0.05643565961346333,0.05545605388181254,0.05741526534511412,10,0.0,0.0,0.0
CivilComments,uniform20,0.02,margin,10,0.09356578308829346,0.0919092171813418,0.0952223489952451,10,0.0,0.0,0.0
CivilComments,uniform20,0.05,margin,10,0.15137246095780468,0.14936205593830965,0.15338286597729972,10,0.0,0.0,0.0
CivilComments,uniform20,0.1,margin,10,0.15900744305760742,0.15626375670021933,0.1617511294149955,10,0.0,0.0,0.0
CivilComments,uniform20,0.005,aum,10,0.028862049618577662,0.027880583196913312,0.02984351604024201,10,-0.004208372908599409,-0.004725891554614443,-0.0036908542625843756
CivilComments,uniform20,0.01,aum,10,0.049282886909437565,0.04778993722373013,0.050775836595145,10,-0.007152772704025761,-0.008127600379756794,-0.0061779450282947275
CivilComments,uniform20,0.02,aum,10,0.08270145927737801,0.08075378228330524,0.08464913627145079,10,-0.010864323810915445,-0.01125780222648786,-0.010470845395343029
CivilComments,uniform20,0.05,aum,10,0.13605135333743495,0.1335291577059694,0.1385735489689005,10,-0.015321107620369718,-0.01710478950456917,-0.013537425736170266
CivilComments,uniform20,0.1,aum,10,0.14770474706871287,0.14451593334862728,0.15089356078879845,10,-0.011302695988894568,-0.012706865707353783,-0.009898526270435354
CivilComments,uniform20,0.005,confident_learning,10,0.03307042252717707,0.032076715952881904,0.03406412910147223,10,0.0,0.0,0.0
CivilComments,uniform20,0.01,confident_learning,10,0.05643565961346333,0.05545605388181254,0.05741526534511412,10,0.0,0.0,0.0
CivilComments,uniform20,0.02,confident_learning,10,0.09356578308829346,0.0919092171813418,0.0952223489952451,10,0.0,0.0,0.0
CivilComments,uniform20,0.05,confident_learning,10,0.15137246095780468,0.14936205593830965,0.15338286597729972,10,0.0,0.0,0.0
CivilComments,uniform20,0.1,confident_learning,10,0.15900744305760742,0.15626375670021933,0.1617511294149955,10,0.0,0.0,0.0
CivilComments,uniform20,0.005,coreset,10,0.0,0.0,0.0,10,-0.03307042252717707,-0.03406412910147223,-0.032076715952881904
CivilComments,uniform20,0.01,coreset,10,0.0,0.0,0.0,10,-0.05643565961346333,-0.05741526534511412,-0.05545605388181254
CivilComments,uniform20,0.02,coreset,10,0.0,0.0,0.0,10,-0.09356578308829346,-0.0952223489952451,-0.0919092171813418
CivilComments,uniform20,0.05,coreset,10,0.0,0.0,0.0,10,-0.15137246095780468,-0.15338286597729972,-0.14936205593830965
CivilComments,uniform20,0.1,coreset,10,0.0,0.0,0.0,10,-0.15900744305760742,-0.1617511294149955,-0.15626375670021933
CivilComments,uniform20,0.005,uncertainty_diversity,10,0.0035560387906612605,0.0026796437212907916,0.004432433860031729,10,-0.02951438373651581,-0.030431652217256883,-0.028597115255774734
CivilComments,uniform20,0.01,uncertainty_diversity,10,0.00719185162047727,0.006112105189123569,0.008271598051830972,10,-0.04924380799298607,-0.05013658009991429,-0.048351035886057846
CivilComments,uniform20,0.02,uncertainty_diversity,10,0.01297105816683512,0.011224108889701859,0.01471800744396838,10,-0.08059472492145833,-0.08276518450191847,-0.0784242653409982
CivilComments,uniform20,0.05,uncertainty_diversity,10,0.018439872302593315,0.016130236370333333,0.020749508234853296,10,-0.13293258865521138,-0.1352860009663734,-0.13057917634404936
CivilComments,uniform20,0.1,uncertainty_diversity,10,6.998648423754e-05,-0.002982761570673882,0.003122734539148962,10,-0.15893745657336986,-0.16192548566943102,-0.1559494274773087
CivilComments,uniform20,0.005,badge_lite,10,0.030988154681776292,0.02994722318591222,0.032029086177640366,10,-0.0020822678454007703,-0.002675761150921889,-0.0014887745398796514
CivilComments,uniform20,0.01,badge_lite,10,0.056063043262181075,0.055046880962527495,0.057079205561834656,10,-0.00037261635128225945,-0.0006827539155701596,-6.247878699435926e-05
CivilComments,uniform20,0.02,badge_lite,10,0.09356578308829346,0.0919092171813418,0.0952223489952451,10,0.0,0.0,0.0
CivilComments,uniform20,0.05,badge_lite,10,0.15137246095780468,0.14936205593830965,0.15338286597729972,10,0.0,0.0,0.0
CivilComments,uniform20,0.1,badge_lite,10,0.15900744305760742,0.15626375670021933,0.1617511294149955,10,0.0,0.0,0.0
CivilComments,uniform20,0.005,tracin_val_uncertainty,10,0.007096870981915131,0.006080658739562441,0.008113083224267821,10,-0.02597355154526194,-0.026577186435801765,-0.025369916654722116
CivilComments,uniform20,0.01,tracin_val_uncertainty,10,0.01198472076638214,0.010978123937421,0.012991317595343282,10,-0.04445093884708119,-0.045242126866229436,-0.04365975082793295
CivilComments,uniform20,0.02,tracin_val_uncertainty,10,0.017873520357234766,0.016019706047379772,0.01972733466708976,10,-0.0756922627310587,-0.07682695627603325,-0.07455756918608414
CivilComments,uniform20,0.05,tracin_val_uncertainty,10,0.02456600227438244,0.02195018634721855,0.02718181820154633,10,-0.12680645868342222,-0.12841949619074208,-0.12519342117610235
CivilComments,uniform20,0.1,tracin_val_uncertainty,10,0.0157401090910698,0.01280797145475455,0.018672246727385048,10,-0.14326733396653762,-0.14515218532101815,-0.1413824826120571
CivilComments,uniform20,0.005,tracin_noise_weighted,10,0.0225714088645775,0.021458395380269567,0.023684422348885435,10,-0.01049901366259957,-0.01122908932913463,-0.00976893799606451
CivilComments,uniform20,0.01,tracin_noise_weighted,10,0.03806786535613884,0.03648422806218426,0.03965150265009342,10,-0.018367794257324495,-0.019393227204311178,-0.01734236131033781
CivilComments,uniform20,0.02,tracin_noise_weighted,10,0.06270438175856449,0.06076205220715026,0.06464671130997872,10,-0.03086140132972895,-0.03176067725022974,-0.029962125409228154
CivilComments,uniform20,0.05,tracin_noise_weighted,10,0.10109117214360139,0.098601125458576,0.10358121882862678,10,-0.05028128881420328,-0.05119250106440989,-0.049370076563996675
CivilComments,uniform20,0.1,tracin_noise_weighted,10,0.11961970286618488,0.11692975663859566,0.1223096490937741,10,-0.0393877401914225,-0.040231376796768976,-0.038544103586076024
CivilComments,uniform20,0.005,noise_score,10,0.03594906649590651,0.03360110019069585,0.038297032801117174,10,0.0028786439687294397,0.0010312420284589617,0.004726045908999918
CivilComments,uniform20,0.01,noise_score,10,0.05235149215529132,0.05048871843122097,0.05421426587936167,10,-0.004084167458172009,-0.005483226599499149,-0.002685108316844868
CivilComments,uniform20,0.02,noise_score,10,0.07359793038134524,0.0719099561920961,0.07528590457059438,10,-0.01996785270694821,-0.021459234873837028,-0.01847647054005939
CivilComments,uniform20,0.05,noise_score,10,0.10722838263530887,0.10586064936083794,0.1085961159097798,10,-0.04414407832249581,-0.0455711361340425,-0.042717020510949125
CivilComments,uniform20,0.1,noise_score,10,0.1327416433936927,0.13104486999114104,0.13443841679624438,10,-0.02626579966391467,-0.02930162177132777,-0.02322997755650157
CivilComments,uniform20,0.005,noise_score_cpba_only,10,0.03307042252717707,0.032076715952881904,0.03406412910147223,10,0.0,0.0,0.0
CivilComments,uniform20,0.01,noise_score_cpba_only,10,0.05643565961346333,0.05545605388181254,0.05741526534511412,10,0.0,0.0,0.0
CivilComments,uniform20,0.02,noise_score_cpba_only,10,0.10197522270252593,0.10019298642847417,0.10375745897657769,10,0.008409439614232486,0.007071142998812955,0.009747736229652016
CivilComments,uniform20,0.05,noise_score_cpba_only,10,0.17034667006133355,0.16763199572506232,0.1730613443976048,10,0.01897420910352888,0.017869592211344622,0.020078825995713135
CivilComments,uniform20,0.1,noise_score_cpba_only,10,0.18133519932267644,0.17846996299838483,0.18420043564696806,10,0.022327756265069033,0.02157550522078971,0.023080007309348356
CivilComments,uniform20,0.005,oracle_noise_group_balanced,10,0.04622158786655018,0.045030422999858204,0.04741275273324216,10,0.01315116533937311,0.012687601147914923,0.013614729530831298
CivilComments,uniform20,0.01,oracle_noise_group_balanced,10,0.07303535275293874,0.07157479432570128,0.07449591118017619,10,0.016599693139475395,0.01575090946288302,0.01744847681606777
CivilComments,uniform20,0.02,oracle_noise_group_balanced,10,0.07548654819653008,0.07084382627676278,0.08012927011629739,10,-0.018079234891763368,-0.02205078790947486,-0.014107681874051876
CivilComments,uniform20,0.05,oracle_noise_group_balanced,10,0.17633235170986777,0.17267870911378,0.17998599430595555,10,0.02495989075206307,0.02160623588269168,0.02831354562143446
CivilComments,uniform20,0.1,oracle_noise_group_balanced,10,0.2492666392830623,0.24448934138832526,0.2540439371777994,10,0.0902591962254549,0.08647606505279866,0.09404232739811115
CivilComments,minority_high_40,0.005,random,10,0.00039037085230968005,-0.00040675999428968485,0.0011875016989090449,10,-0.022316200390370806,-0.024532605559143744,-0.02009979522159787
CivilComments,minority_high_40,0.01,random,10,0.00091086532205593,5.547478054324106e-05,0.001766255863568619,10,-0.0364346128822381,-0.038672093693166945,-0.034197132071309255
CivilComments,minority_high_40,0.02,random,10,0.00273259596616782,0.0011233079116680586,0.004341884020667581,10,-0.05549772283669485,-0.05838393632237771,-0.05261150935101199
CivilComments,minority_high_40,0.05,random,10,0.005855562784645369,0.0037397164471778795,0.00797140912211286,10,-0.07722836694860119,-0.07933337880429649,-0.0751233550929059
CivilComments,minority_high_40,0.1,random,10,0.01119063109954454,0.009099960682507329,0.013281301516581752,10,-0.053155497722836696,-0.05511851136546962,-0.05119248408020377
CivilComments,minority_high_40,0.005,loss,10,0.02270657124268049,0.020485826558898662,0.024927315926462315,10,0.0,0.0,0.0
CivilComments,minority_high_40,0.01,loss,10,0.03734547820429403,0.035000840731674566,0.03969011567691349,10,0.0,0.0,0.0
CivilComments,minority_high_40,0.02,loss,10,0.05823031880286267,0.055284674612569064,0.06117596299315627,10,0.0,0.0,0.0
CivilComments,minority_high_40,0.05,loss,10,0.08308392973324655,0.08131436562820699,0.08485349383828611,10,0.0,0.0,0.0
CivilComments,minority_high_40,0.1,loss,10,0.06434612882238122,0.061764527767820376,0.06692772987694207,10,0.0,0.0,0.0
